ID YouTube;Titre;Duree;Duree_Secondes;Vues;Date_Publication;Lien_YouTube;Deja_Dans_App
"5YbKP62aWz0";"J’ai gardé mon Islam secret pendant 7 ans | Mon histoire vraie de conversion à l’Islam";"18:06";1086;"3,4 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=5YbKP62aWz0";"NON"
"sxFIu5uKe1M";"Comment j'ai embrassé l'islam grâce à… une série Netflix ? | Témoignage sincère";"11:14";674;"2,8 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=sxFIu5uKe1M";"NON"
"tFaXzAOwnl0";"Je sors d’une boîte de nuit, j’entre dans une église… et je deviens musulman";"31:36";1896;"11 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=tFaXzAOwnl0";"NON"
"ZcAqW54yI3o";"Nous ne voulons pas de l’élite d’Epstein » – Le Coran se répand dans le monde | Dr Zakir naik";"43:44";2624;"8 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=ZcAqW54yI3o";"NON"
"JNyHoygDB8M";"Choc d’un Occidental non musulman : les prophéties du Coran se réalisent aujourd’hui.";"15:07";907;"2,8 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=JNyHoygDB8M";"NON"
"MbzjoXBvaOw";"J'ai entendu une seule phrase pendant des heures… Puis j'ai embrassé l'islam";"10:12";612;"2,5 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=MbzjoXBvaOw";"NON"
"FvcXSS4JQj4";"Conversion incroyable : Un Américain détestant l'islam devient musulman";"12:31";751;"4,3 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=FvcXSS4JQj4";"NON"
"WisO3YgcwkE";"Élevée Sans Religion, Aujourd’hui Musulmane";"12:10";730;"2 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=WisO3YgcwkE";"NON"
"A6WjPPioGu4";"La religion contre laquelle on m’avait averti m’a sauvé | Histoire vraie de conversion";"15:17";917;"2,3 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=A6WjPPioGu4";"NON"
"RB2yOkrX4Bg";"500 ans d’héritage hindou… il choisit l’islam | Histoire vraie de conversion";"14:32";872;"2,3 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=RB2yOkrX4Bg";"NON"
"PuR0ntYtC_U";"J’étais athée… puis j’ai découvert la vérité infinie (mon histoire vraie)";"11:14";674;"1,1 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=PuR0ntYtC_U";"NON"
"BYjlag3SwXo";"Comment le fait de travailler avec des musulmans m’a conduit à l’islam";"11:09";669;"2,3 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=BYjlag3SwXo";"NON"
"fbktam6TI_s";"Comment une rencontre dans un bar m’a conduit à l’islam | Histoire de conversion";"10:03";603;"3,6 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=fbktam6TI_s";"NON"
"p4ZW4MpzXlg";"Ce verset du Coran a fait vaciller un athée… puis il s’est converti";"13:56";836;"5,5 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=p4ZW4MpzXlg";"NON"
"5k7jVybAtmc";"Un Américain musulman célèbre surprend des non-musulmans et explique l’islam simplement";"10:38";638;"2 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=5k7jVybAtmc";"NON"
"kcMI3PpM9LE";"Elle refuse le hijab… et ce qui se passe ensuite choque tout le monde";"17:11";1031;"2,5 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=kcMI3PpM9LE";"NON"
"5Ezuf4HdrhM";"J’ai tout perdu… et c’est là que j’ai trouvé Allah";"10:29";629;"3,1 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=5Ezuf4HdrhM";"NON"
"FwV3n0rZWzE";"Docteur, marié depuis 14 ans : elle a demandé le divorce quand je suis devenu musulman";"14:50";890;"2,9 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=FwV3n0rZWzE";"NON"
"GkM8IiwK0Js";"Il voulait remettre l’Islam en question… la vérité a bouleversé ce professeur juif";"21:49";1309;"9,7 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=GkM8IiwK0Js";"NON"
"E6ewksjdC0k";"La preuve qui m’a conduit à embrasser l’islam | Témoignage puissant et raisonné";"11:49";709;"7,3 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=E6ewksjdC0k";"NON"
"UTunQTmwf00";"De bouddhisme à l’Islam : mon parcours pour découvrir la vérité sur la vie et la mort";"12:26";746;"2,1 k vues";"il y a 7 mois";"https://www.youtube.com/watch?v=UTunQTmwf00";"NON"
"tvg-26KRD_E";"Ancien Parrain de la Mafia Italienne se Convertit à l’Islam";"31:55";1915;"1,1 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=tvg-26KRD_E";"NON"
"KP8DzM-cHNY";"Mon parcours de conversion en Nouvelle-Zélande | Pourquoi j’ai choisi l’Islam";"29:03";1743;"3,3 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=KP8DzM-cHNY";"NON"
"rcqBOM_ijDA";"Un homme américain pleure comme un enfant lorsqu’il apprend que ses voisins musulmans vont partir.";"11:16";676;"10 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=rcqBOM_ijDA";"NON"
"Sk0_rl2GvqQ";"J’ai essayé toutes les religions : voici pourquoi j’ai choisi l’Islam | Témoignage sincère";"12:50";770;"4,2 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=Sk0_rl2GvqQ";"NON"
"LsNI9186lME";"Comment mes parents ont réagi quand je suis devenu musulman | Témoignage sincère";"16:33";993;"4,5 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=LsNI9186lME";"NON"
"kZw9eHjEh5A";"Le débat qui a secoué l’Inde pqrtie 2🔥 Shamail Al-Nadwi face à Javed Akhtar, l’athée : en français";"44:25";2665;"5,2 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=kZw9eHjEh5A";"NON"
"kpibYipuiMI";"Du christianisme à l’islam : mon parcours de foi et de transformation | Helena Stevenson";"11:03";663;"3,5 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=kpibYipuiMI";"NON"
"Msesrnb7t0A";"Le verset de la Bible qui m’a conduite à l’Islam | Témoignage de conversion bouleversant";"15:11";911;"53 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=Msesrnb7t0A";"NON"
"RTu5U5tDkts";"Le débat qui a secoué l’Inde partie 1 🔥 Shamail Al-Nadwi face à Javed Akhtar, l’athée | en français";"23:57";1437;"23 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=RTu5U5tDkts";"NON"
"zCBiujXWom8";"Je détestais l’Islam… jusqu’à découvrir la vérité | Témoignage bouleversant";"15:51";951;"10 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=zCBiujXWom8";"NON"
"TMBs_7oNwIA";"Un seul hadith a changé ma vie | Témoignage bouleversant d’un converti à l’Islam";"10:11";611;"5,6 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=TMBs_7oNwIA";"NON"
"ymZQIBwB2sg";"Aveugle, il se convertit à l’Islam : une histoire bouleversante qui a changé sa vie";"11:13";673;"7,6 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=ymZQIBwB2sg";"NON"
"rsOeD5YD6bY";"Ma Conversion à l’Islam : Mon Témoignage Bouleversant et Sincère";"11:02";662;"3,1 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=rsOeD5YD6bY";"NON"
"EQUoGEyyVy4";"J’étais avide jusqu’à ce qu’Allah m’humilie | Témoignage puissant et leçon de vie";"13:06";786;"5,6 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=EQUoGEyyVy4";"NON"
"oto4YLbbKPU";"Ma mère a pleuré quand je me suis converti… Aujourd’hui, elle est musulmane";"14:27";867;"11 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=oto4YLbbKPU";"NON"
"cmJZJadAHRo";"Je me suis converti à l’Islam après une soirée du Nouvel An ratée | Témoignage sincère";"14:31";871;"6,7 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=cmJZJadAHRo";"NON"
"VDrv9SgBsC4";"J’ai rencontré un Palestinien, il a changé ma vie";"10:51";651;"2,5 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=VDrv9SgBsC4";"NON"
"MjxZlfohm-c";"De Chrétien à Musulman au Brésil : Mon Chemin Vers l’Islam";"15:21";921;"7,4 k vues";"il y a 8 mois";"https://www.youtube.com/watch?v=MjxZlfohm-c";"NON"
"5m3e4jY8OOQ";"On m’avait dit que les musulmans étaient l’ennemi… jusqu’à ce que je les rencontre";"11:09";669;"6,2 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=5m3e4jY8OOQ";"NON"
"Kr9TkkJuh7Y";"Une Canadienne se convertit à l’islam après deux ans de recherche sur toutes les religions !";"15:31";931;"2,5 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=Kr9TkkJuh7Y";"NON"
"YK6IcpapdJA";"Je suis entré dans sa ferme pour du pain… et j’en suis sorti nourri par la lumière du Coran.";"13:16";796;"3,9 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=YK6IcpapdJA";"NON"
"fQ1HTR860Xc";"Les leçons qui ont transformé ma vie après mon voyage vers l’Islam";"16:19";979;"2,1 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=fQ1HTR860Xc";"NON"
"SMu0isaZlLg";"il parle au Prophète ﷺ et se réveille en larmes – Histoire touchante d’un cœur";"13:01";781;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=SMu0isaZlLg";"NON"
"A9YQog14Ye0";"De la moquerie à la foi : comment une simple chanson m’a guidé vers l’Islam";"12:11";731;"50 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=A9YQog14Ye0";"NON"
"1_RG2nMFFMs";"Comment j’ai découvert la vérité de l’Islam — Mon histoire de conversion";"12:38";758;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=1_RG2nMFFMs";"NON"
"bdiXw-vS74s";"Comédien américain : « Nous allons faire de “terroriste” un mot tendance et génial !!!";"10:36";636;"658 vues";"il y a 9 mois";"https://www.youtube.com/watch?v=bdiXw-vS74s";"NON"
"Yzc9LpJ5G30";"J’ai trouvé l’Islam sans que personne ne me guide.";"10:18";618;"2,8 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=Yzc9LpJ5G30";"NON"
"D58voajuMDc";"Élevé dans la Bible Belt… puis j’ai entendu l’Adhân : mon chemin vers l’Islam";"18:27";1107;"8,9 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=D58voajuMDc";"NON"
"2y7W74eJ4fI";"Un Britannique athée raconte son parcours bouleversant vers l’Islam";"15:17";917;"3,9 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=2y7W74eJ4fI";"NON"
"h7OWm-ON048";"Un pasteur chrétien découvre l’Islam : la vérité sur Jésus et l’Unicité de Dieu bouleverse sa vie";"14:54";894;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=h7OWm-ON048";"NON"
"tIGaVSuWZF8";"Je suis né dans le corps du Christ… mais ressuscité dans l’islam"" — Témoignage puissant";"12:29";749;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=tIGaVSuWZF8";"NON"
"OS8HExosC5Y";"De la Prison à l’Islam : Mon Histoire de Révélation à 18 Ans";"14:10";850;"4,4 k vues";"il y a 9 mois";"https://www.youtube.com/watch?v=OS8HExosC5Y";"NON"
"n_yJUKLrPPw";"Tu ne pourras retenir tes larmes J’ai porté le voile, puis je l’ai quitté voici ce qui m’a sauvé.";"11:21";681;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=n_yJUKLrPPw";"NON"
"_jiuF7dKaFw";"Ma mère m’a accusé d’être fou quand elle m’a vu prier – Voici comment le Coran a changé ma vie";"12:08";728;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=_jiuF7dKaFw";"NON"
"w8lrnPpfkvI";"Pendant des mois, j’ai prié en secret. Personne ne savait que j’étais musulman… Voici pourquoi.";"13:17";797;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=w8lrnPpfkvI";"NON"
"Ez48eiMpjxw";"De la sorcellerie à la lumière de l’Islam – Une Britannique raconte sa conversion bouleversante !";"11:56";716;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=Ez48eiMpjxw";"NON"
"V4MCyqUpcN4";"Une jeune juive quitte la richesse et la célébrité pour embrasser l’Islam";"15:36";936;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=V4MCyqUpcN4";"NON"
"qy7heff_sHs";"Ma femme m’a quitté quand je suis devenu musulman… et mon fils m’a tourné le dos";"15:48";948;"23 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=qy7heff_sHs";"NON"
"HJWvXLNmqHw";"L’officier britannique Richard Fairley embrasse l’Islam et décide de le défendre à sa manière !";"11:37";697;"3,1 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=HJWvXLNmqHw";"NON"
"iDp1Fr8s4Wg";"Elle a failli mettre fin à sa vie… puis elle s’est convertie à l’Islam.";"10:12";612;"Sur le chemin de la prophétie et Parcours de Lumière";"";"https://www.youtube.com/watch?v=iDp1Fr8s4Wg";"NON"
"_nlDb3F5vT4";"Comment j’ai embrassé l’islam à 18 ans — Témoignage d’un Finlandais converti";"13:47";827;"2,1 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=_nlDb3F5vT4";"NON"
"AgYgQcK8ZHM";"De la rue à la lumière : mon histoire avec un gang à Porto Rico et ma rencontre avec ALLAH";"13:31";811;"2,2 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=AgYgQcK8ZHM";"NON"
"P687PpdAsF0";"De l’ombre à la lumière : mon cheminement vers l’islam";"14:15";855;"6,3 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=P687PpdAsF0";"NON"
"qfaIDBSJkfE";"Le secret révélé : À 90 ans, elle choisit l’islam sur son lit de mort";"12:15";735;"3,8 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=qfaIDBSJkfE";"NON"
"XeVN5Rl2TTo";"J’ai trouvé l’islam en Belgique – Mon père a crié : ‘Les musulmans sont des terroristes !";"22:09";1329;"10 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=XeVN5Rl2TTo";"NON"
"hwLEUbSFpNM";"Astronome japonais se convertit à l’islam après 1 verset du Coran !";"14:40";880;"3,9 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=hwLEUbSFpNM";"NON"
"EGGRI5a2Wkg";"Comment un athée américain est devenu musulman après avoir étudié toutes les religions";"17:19";1039;"3,1 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=EGGRI5a2Wkg";"NON"
"I-NNiPv7Mac";"Une juive qui embrasse l'islam, une très belle histoire";"12:48";768;"1,1 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=I-NNiPv7Mac";"NON"
"-X-wAbgEEcY";"Une femme raconte : “Je dansais, je buvais et je suivais les hommes… jusqu’à ce que Dieu me guide !";"27:09";1629;"2,4 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=-X-wAbgEEcY";"NON"
"fy55XzSIajw";"De la conversion des musulmans à une vision terrifiante de Dieu";"11:21";681;"1,7 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=fy55XzSIajw";"NON"
"0c6PX_eSwyg";"Un prêtre chrétien usa découvre la vérité cachée sur le christianisme et embrasse l'islam";"29:18";1758;"18 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=0c6PX_eSwyg";"NON"
"ezd-JLxpA4M";"Un jeune homme interroge trois nonnes sur Jésus… leur réaction choque tout le monde !";"23:19";1399;"2,3 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=ezd-JLxpA4M";"NON"
"L9JCH_RTOHk";"L’histoire de la conversion à l’islam du professeur Duraid Matta Boutros (Duraid Al-Mosulli).";"11:33";693;"2 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=L9JCH_RTOHk";"NON"
"_cKBi8K96Zc";"Un prédicateur chrétien usa découvre le prophète Mohammed dans la Bible et se convertit à l’islam.";"13:03";783;"6,1 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=_cKBi8K96Zc";"NON"
"bWJ3Aj10ubs";"Un Américain chrétien embrasse l’islam et devient prédicateur après un acte criminel.";"16:34";994;"2,5 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=bWJ3Aj10ubs";"NON"
"J9UgrOVUqgY";"Le prédicateur le plus célèbre de l’islam en Asie raconte son histoire de conversion incroyable !!!";"13:05";785;"10 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=J9UgrOVUqgY";"NON"
"Ah-GOwxWXYg";"La reine de beauté de Thaïlande se convertit à l’islam après avoir vu… !!!!!!!!";"21:13";1273;"3,7 k vues";"il y a 10 mois";"https://www.youtube.com/watch?v=Ah-GOwxWXYg";"NON"
"qGA6L_fkFlI";"Comment le plus célèbre YouTuber chrétien s’est-il converti à l’islam après l’avoir détesté ?";"10:15";615;"6,2 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=qGA6L_fkFlI";"NON"
"YGaQAYv-aXQ";"Le célèbre YouTuber américain Sonny Faz embrasse l’islam ! Une annonce qui choque Internet 🌍🔥";"11:03";663;"3,8 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=YGaQAYv-aXQ";"NON"
"Mii-aXW1Ugs";"Bruno Guiderdoni : Le Cosmos dans le Coran et la science islamique";"43:32";2612;"2,4 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=Mii-aXW1Ugs";"NON"
"f9Q7zJ-yFJc";"Un Britannique se convertit à l’islam après que sa petite amie musulmane l’a quitté !";"15:07";907;"6,9 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=f9Q7zJ-yFJc";"NON"
"mR8-fISiesg";"Elle voulait exposer l’Islam… mais la Bible l’a complètement bouleversée ! 😱 (Incroyable révélation)";"10:41";641;"4,2 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=mR8-fISiesg";"NON"
"-bAZCXBiFdE";"Perdu, j’ai reçu un rêve d’Allah qui m’a guidé vers l’islam.";"11:53";713;"2,3 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=-bAZCXBiFdE";"NON"
"Ptlt6kZb4to";"J’ai tout quitté pour l’Islam – Mon témoignage va vous bouleverser";"14:11";851;"6,4 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=Ptlt6kZb4to";"NON"
"mXj0MVnGhSs";"J’ai étudié le christianisme… et c’est ce qui m’a fait le quitter";"17:47";1067;"13 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=mXj0MVnGhSs";"NON"
"FqTpHQcO7I4";"Un historien britannique ouvre le Coran chaque jour… et il se passe quelque chose d’étonnant";"23:40";1420;"7 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=FqTpHQcO7I4";"NON"
"_TnV7_L4ZUk";"Une ex-chrétienne interroge les croyants|saurez-vous répondre à ses questions sur la foi chrétienne";"12:21";741;"3,1 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=_TnV7_L4ZUk";"NON"
"xHyI07H3Zj8";"J’avais peur de l’islam… Puis j’ai lu le Coran – Ce que j’ai découvert m’a bouleversé";"18:56";1136;"8,2 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=xHyI07H3Zj8";"NON"
"MRbQfiBwRYg";"J’ai cherché la vérité dans le christianisme et le judaïsme, et je ne l’ai trouvée qu’en Islam !";"13:37";817;"4 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=MRbQfiBwRYg";"NON"
"e2biL26kO10";"Un homme découvre qu’il n’est pas fait pour le christianisme";"13:15";795;"1,8 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=e2biL26kO10";"NON"
"EJmCo3CjFmg";"Le Secret Interdit : Pourquoi les Prêtres se Convertissent EN MASSE à l’Islam ?!";"21:13";1273;"9,3 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=EJmCo3CjFmg";"NON"
"cGmE7Fubqdk";"Un jeune Américain célèbre découvre l’Islam en lisant le Coran – Sa mère se convertit aussi !";"13:52";832;"3,8 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=cGmE7Fubqdk";"NON"
"hyei55ZYQNg";"Soldate américaine se convertit à l’islam et entraîne toute sa famille – Une histoire émouvante";"11:52";712;"17 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=hyei55ZYQNg";"NON"
"1vYrQQ_oxKU";"Un jeune Anglais se convertit à l’Islam grâce au mystère de l’invisible – Toute sa famille le suit !";"19:25";1165;"10 k vues";"il y a 11 mois";"https://www.youtube.com/watch?v=1vYrQQ_oxKU";"NON"
"31FCBy_O3Os";"Un Anglais se convertit à l’Islam grâce à un Coran caché par sa mère – Magnifique histoire";"10:46";646;"8,2 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=31FCBy_O3Os";"NON"
"4JKnm_jl8As";"Quand Allah te choisit… Regarde sans pleurer ? Impossible !";"10:41";641;"8,2 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=4JKnm_jl8As";"NON"
"fxsGpRVb3C4";"Australien se convertit à l’Islam après avoir admiré les qualités d’un musulman";"17:41";1061;"7,3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=fxsGpRVb3C4";"NON"
"lBOtNSV0Iqg";"Un Australien très drôle se convertit à l’Islam – Impossible de ne pas rire !";"23:51";1431;"30 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=lBOtNSV0Iqg";"NON"
"GLcLYzV_q-A";"Le plus grand peintre de l’histoire : sa rencontre avec l’Islam en Algérie qui a choqué la France";"10:12";612;"1,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=GLcLYzV_q-A";"NON"
"B0IH0vX1xgI";"Peut-on être sauvé sans être musulman ? Débat Choc Dr Zakir Naik";"12:46";766;"966 vues";"il y a 1 an";"https://www.youtube.com/watch?v=B0IH0vX1xgI";"NON"
"ZSpNqgCsXAk";"Un Américain se convertit à l’islam après 2 mots d’un Saoudien – Une histoire bouleversante !";"10:55";655;"8 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=ZSpNqgCsXAk";"NON"
"FjQxCb_R2bs";"Une Française fond en larmes en parlant de la souffrance du peuple palestinien";"10:53";653;"869 vues";"il y a 1 an";"https://www.youtube.com/watch?v=FjQxCb_R2bs";"NON"
"3NbJ_h96Z3U";"J’ai juré de faire quitter l’islam à cet homme musulman: Mais ce qui m’est arrivé n’était pas prévu";"12:44";764;"10 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=3NbJ_h96Z3U";"NON"
"19YXwO5AmzM";"Juifs et chrétiens se convertissent à l’islam et défendent la Palestine.";"10:35";635;"18 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=19YXwO5AmzM";"NON"
"wQ_R3kwIALo";"J'étais un chrétien fervent, puis j'ai entendu le Coran par hasard, et ce que j'ai vu est incroyable";"10:55";655;"4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=wQ_R3kwIALo";"NON"
"BNnG0uxB42A";"Un prêtre américain voulait convertir un musulman… mais il s’est lui-même converti à l’Islam !";"28:48";1728;"30 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=BNnG0uxB42A";"NON"
"UlE1HBHZewI";"Un ancien israélien se convertit à l’Islam et révèle les plans contre Al Aqsa";"13:05";785;"12 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=UlE1HBHZewI";"NON"
"MQ0s0FJqlao";"Prêtre célèbre en Amérique se convertit à l’Islam après une découverte choquante dans le Coran";"15:46";946;"7,6 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=MQ0s0FJqlao";"NON"
"4iR-zUtcIi8";"Un grand prêtre chrétien voulait prouver que le Coran est une invention mais…";"11:27";687;"11 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=4iR-zUtcIi8";"NON"
"882YxkIgFmY";"Une athée se convertit à l’islam et s’effondre en larmes après que ses questions ont trouvé réponse.";"21:34";1294;"1,9 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=882YxkIgFmY";"NON"
"dgCZrbzMyR8";"Un Professeur Britannique Découvre une Prophétie et se Convertit à l’Islam";"10:27";627;"7,7 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=dgCZrbzMyR8";"NON"
"raNwgor4JN4";"Une journaliste britannique célèbre découvre la vérité sur l’islam après une incroyable surprise.";"31:38";1898;"1,4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=raNwgor4JN4";"NON"
"F3YSbGLJHgE";"Elle s’agenouille et prie: Ô mon Dieu, si Tu existes...alors soulage-moi ou fais-moi mourir";"12:11";731;"6,8 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=F3YSbGLJHgE";"NON"
"NOP-OjWUJLA";"La vérité derrière les événements en Palestine ! Israël prépare la venue du Dajjal avec la vache.";"16:53";1013;"4,3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=NOP-OjWUJLA";"NON"
"69POXViwB7E";"Jeffrey Lang : Le mathématicien américain qui a choisi l’Islam";"35:00";2100;"29 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=69POXViwB7E";"NON"
"6_VjUePLO3Y";"Ce Grand Rabbin Juif Défend l’Islam et Révèle un Secret Choc sur la Fin d’Israël !";"10:32";632;"48 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=6_VjUePLO3Y";"NON"
"UoUUJtatM44";"Une femme juive américaine se convertit à l'islam après avoir jeté le Coran par terre !!!";"11:19";679;"3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=UoUUJtatM44";"NON"
"dJIwi2V16Ao";"Si Allah est capable:pourquoi ne soutient-Il pas Gaza ? | Où est Allah face aux enfants de Palestine";"11:50";710;"960 vues";"il y a 1 an";"https://www.youtube.com/watch?v=dJIwi2V16Ao";"NON"
"U-PSPykqph4";"Bruno Guiderdoni : un astronome entre en Islam à cause d’un verset coranique qui secoue la NASA";"15:37";937;"137 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=U-PSPykqph4";"NON"
"jvsZlED0mh8";"Nous vivons à l'ère du khilafa islamique qui, si Allah le veut, gouvernera l'ordre mondial.";"17:25";1045;"924 vues";"il y a 1 an";"https://www.youtube.com/watch?v=jvsZlED0mh8";"NON"
"MFjZTcqFfxA";"j’ai posé une question au prêtre — et là, ce fut le choc.";"19:34";1174;"4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=MFjZTcqFfxA";"NON"
"EdiDvEbfADM";"🔴 Un YouTuber Américain Dévoile le Vrai Motif du Soutien Occidental à Isr...aël !";"14:50";890;"4,8 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=EdiDvEbfADM";"NON"
"XZcdh_6weLs";"Un professeur britannique d’une intelligence exceptionnelle révèle une surprise dans le Coran";"11:08";668;"8 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=XZcdh_6weLs";"NON"
"wQUye8SLU4g";"L’histoire de la conversion à l’islam du professeur américain Hamza Yusuf";"10:16";616;"4,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=wQUye8SLU4g";"NON"
"7W8hesEJq1k";"Ce que j’ai découvert a changé ma vie pour toujours !!";"38:06";2286;"5,1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=7W8hesEJq1k";"NON"
"Mh-Zl9TMVbY";"Le dixième signe annonciateur de la chute d’Israël s’est manifesté sous nos yeux.";"16:12";972;"22 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=Mh-Zl9TMVbY";"NON"
